Chemical Formula;Molecular Weight (monoisotopic);Generic Name;CAS Number
C9H7NO;145,052764; 2-OXOQUINOLINE;
C6H11NO3;145,073893; Methyl aminolevulinate;33320-16-0
C6H11NO3;145,073893; 2-Amino-6-Oxo-Hexanoic Acid;
C6H11NO3;145,073893; 5-Oxo-L-Norleucine;
C9H9N2;145,076573; 5,6-Dimethylbenzimidazole;582-60-5
C7H15NO2;145,110279; 2-Methylleucine;
C7H15NO2;145,110279; N-Methylleucine;
C7H19N3;145,157898; Spermidine;124-20-9
C2HCl3O;145,909298; Tri-Chloro-Acetaldehyde;
C3H2N2O3S;145,978613; 4-Hydroxy-1,2,5-Thiadiazole-3-Carboxylic Acid;
C5H6O5;146,021523; 2-Oxo-Glutaric Acid;
C9H6O2;146,036779; 2H-1-BENZOPYRAN-2-ONE;
C6H10O4;146,057909; 2-Dehydropantoate;
C5H10N2O3;146,069142; L-Glutamine;56-85-9
C5H10N2O3;146,069142; D-Glutamine;5959-95-5
C5H10N2O3;146,069142; 4-Amido-4-Carbamoyl-Butyric Acid;
C6H14N2O2;146,105528; L-Lysine;56-87-1
C6H14N2O2;146,105528; D-Lysine;923-27-3
C6H14N2O2;146,105528; L-Leucyl-Hydroxylamine;
C7H16NO2;146,118104; Acetylcholine;51-84-3
C6H16N3O;146,129337; 2,6-Diamino-Hexanoic Acid Amide;
C8H5NO2;147,032028; Isatin;91-56-5
C5H9NO4;147,053158; L-Glutamic Acid;56-86-0
C5H9NO4;147,053158; O-Acetylserine;4985-36-8
C5H9NO4;147,053158; N-Acetyl-Serine;16354-58-8
C5H9NO4;147,053158; D-Glutamic Acid;6893-26-1
C5H9NO4;147,053158; N-Hydroxy-N-Isopropyloxamic Acid;
C5H9NO4;147,053158; 3-Methyl-Aspartic Acid;
C5H9NO4;147,053158; 2s,3s-3-Methylaspartic Acid;
C8H7N2O;147,055838; 5-Methoxybenzimidazole;
C6H11O4;147,065734; 2,4-Dihydroxy-3,3-Dimethyl-Butyrate;470-29-1
C6H11O4;147,065734; (R)-Mevalonate;150-97-0
C6H13NO3;147,089543; 6-Hydroxy-D-Norleucine;
C6H13NO3;147,089543; Beta-Hydroxyleucine;
C6H13NO3;147,089543; 6-Hydroxy-L-Norleucine;
C6H13NO3;147,089543; (3r,4r,5r)-5-(Hydroxymethyl)Piperidine-3,4-Diol;
C6H15N2O2;147,113353; Carbachol;51-83-2
H2MoO3;147,905802; Mo(Vi)(=O)(Oh)2 Cluster;
C5H8O3S;148,019415; 4-(Methylsulfanyl)-2-Oxobutanoic Acid;
C5H8O5;148,037173; 3-hydroxyglutaric acid;638-18-6
C8H6NO2;148,039853; 3h-Indole-5,6-Diol;3131-52-0
C4H8N2O4;148,048407; Beta-Hydroxyasparagine;16712-79-1
C7H6N3O;148,051087; 2-Amino-5-Hydroxy-Benzimidazole;
C6H12O4;148,073559; 4,6-Dideoxyglucose;
C6H12O4;148,073559; Abequose;56816-60-5
C6H12O4;148,073559; 2,3-Dihydroxy-Valerianic Acid;
C6H12O4;148,073559; Tyvelose;
C10H12O;148,088815; 2-Allyl-6-Methyl-Phenol;
C7H16O3;148,109944; 1-Ethoxy-2-(2-Methoxyethoxy)Ethane;
C7H16O3;148,109944; Heptane-1,2,3-Triol;
C4H7NO5;149,032422; Beta-Hydroxyaspartic Acid;
C5H11NS2;149,033291; Diethylcarbamodithioic Acid;147-84-2
C6H5N4O;149,046336; 9-Deazaguanine;
C8H7NO2;149,047678; (2s)-Hydroxy(4-Hydroxyphenyl)Ethanenitrile;
C5H11NO2S;149,051049; L-Methionine;63-68-3
C5H11NO2S;149,051049; Penicillamine;52-67-5
C5H11NO2S;149,051049; D-Methionine;348-67-4
C6H12ClNO;149,060742; Sevelamer;152751-57-0
C5H11NO4;149,068808; Tetrahydrooxazine;
C6H7N5;149,070145; 6-Amino-1-Methylpurine;
C6H7N5;149,070145; 3-Methyladenine;
C9H11NO;149,084064; Cathinone;71031-15-7
C6H12FNO2;149,085207; (4s)-5-Fluoro-L-Leucine;
C10H15N;149,120449; Phentermine;122-09-8
C10H15N;149,120449; Methamphetamine;537-46-2
C10H15N;149,120449; 1-Benzyl-(R)-Propylamine;
C10H15N;149,120449; 4-Phenylbutylamine;
C4H7BrO;149,968027; 3-Bromo-3-buten-1-ol;76334-36-6
C4H6O6;150,016438; D-tartaric acid;147-71-7
C8H6O3;150,031694; Benzoylformic Acid;611-73-4
C5H4N5O;150,041585; Guanine;73-40-5
C5H10O5;150,052823; Ribose;50-69-1
C5H10O5;150,052823; Alpha-L-Arabinose;
C5H10O5;150,052823; Beta-L-Arabinose;5328-37-0
C5H10O5;150,052823; alpha-D-Xylopyranose;
C5H10O5;150,052823; L-Xylopyranose;
C5H10O5;150,052823; D-Xylulose;551-84-8
C5H10O5;150,052823; beta-D-Ribopyranose;
C5H10O5;150,052823; (2r,4s)-2-Methyl-2,3,3,4-Tetrahydroxytetrahydrofuran;
C6H6N4O;150,054161; 7-Deazaguanine;7355-55-7
C9H10O2;150,068080; 3-phenylpropionic acid;501-52-0
C9H10O2;150,068080; 2-Methoxy-4-Vinyl-Phenol;
C8H10N2O;150,079313; 4-(Hydroxymethyl)Benzamidine;
C8H11BO2;150,085210; Phenylethane Boronic Acid;34420-17-2
C6H14O4;150,089209; 2-[2-(2-Hydroxy-Ethoxy)-Ethoxy]-Ethanol;
C10H14O;150,104465; Adamantanone;700-58-3
C10H14O;150,104465; 5-Methyl-2-(1-Methylethyl)Phenol;89-83-8
C4H3N6O;151,036834; 8-Azaguanine;134-58-7
C8H9NO2;151,063329; Acetaminophen;103-90-2
C8H9NO2;151,063329; 3-Methoxybenzamide;
C9H13NO;151,099714; Phenylpropanolamine;14838-15-4
C9H13NO;151,099714; Cathine;492-39-7
C9H13NO;151,099714; L-Phenylalaninol;3182-95-4
C10H17N;151,136100; Amantadine;768-94-5
C3H8N2Se;151,985270; Se-Ethyl-Isoselenourea;
C4H8O2S2;151,996571; Dithiane Diol;16096-98-3
C4H8O2S2;151,996571; (4s,5s)-1,2-Dithiane-4,5-Diol;
C3H6NO4S;152,001753; Double Oxidized Cysteine;
C5H4N4S;152,015667; Mercaptopurine;50-44-2
C4H2N5O2;152,020849; 8-Azaxanthine;1468-26-4
C5H4N4O2;152,033425; Xanthine;69-89-6
C7H8N2S;152,040819; N-Phenylthiourea;
C8H8O3;152,047344; (R)-Mandelic Acid;611-71-2
C8H8O3;152,047344; P-Anisic Acid;100-09-4
C8H8O3;152,047344; (S)-Mandelic Acid;90-64-2
C7H8N2O2;152,058578; N-[(Aminooxy)Carbonyl]Aniline;
C5H12O5;152,068473; D-Xylitol;488-81-3
C9H12O2;152,083730; 3-Phenyl-1,2-Propandiol;
C8H12N2O;152,094963; 2-Methoxy-3-Isopropylpyrazine;25773-40-4
C10H16O;152,120115; Camphor;76-22-2
C10H16O;152,120115; D-Limonene 1,2-Epoxide;
C3H5O2Se;152,945476; [Methylseleno]Acetate;
C3H7NO2S2;152,991820; S-Mercaptocysteine;5652-32-4
C3H7NO4S;153,009578; 3-Sulfinoalanine;1115-65-7
C7H7NO3;153,042593; Aminosalicylic Acid;65-49-6
C7H7NO3;153,042593; Mesalazine;89-57-6
C7H7NO3;153,042593; 3-Hydroxyanthranilic Acid;548-93-6
C7H7NO3;153,042593; Salicylhydroxamic Acid;89-73-6
C7H7NO3;153,042593; 2-Nitro-P-Cresol;
C7H7NO3;153,042593; Trencam-3,2-Hopo;
C8H11NO2;153,078979; Dopamine;51-61-6
C7H11N3O;153,090212; N-ACETYLHISTAMINE;
C3H7O5P;154,003110; 2-Carboxyethylphosphonic Acid;
C4H10O2S2;154,012221; Dithioerythritol;6892-68-8
C4H10O2S2;154,012221; (2s,3s)-1,4-Dimercaptobutane-2,3-Diol;
C4H10O2S2;154,012221; 2-Hydroxyethyl Disulfide;1892-29-1
C4H10O2S2;154,012221; 1,4-Dithiothreitol;
C7H6O4;154,026609; 2,3-Dihydroxy-Benzoic Acid;303-38-8
C7H6O4;154,026609; 2,4-Dihydroxybenzoic Acid;89-86-1
C7H6O4;154,026609; 3,4-Dihydroxybenzoic Acid;99-50-3
C7H10N2O2;154,074228; (8ar)-Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione;
C10H18O;154,135765; Eucalyptol;470-82-6
C2H6NO5P;154,998359; Phosphonoacetohydroxamic Acid;
C6H5NO4;155,021858; 4-Nitrocatechol;517432,00
C5H11Cl2N;155,026855; Mechlorethamine;51-75-2
C3H10NO4P;155,034744; O-Phosphoethanolamine;1071-23-4
CoH12N6;155,045545; Cobalt Hexammine Ion;
C7H9NO3;155,058243; (2s,3s)-Trans-2,3-Dihydro-3-Hydroxyanthranilic Acid;
C6H9N3O2;155,069477; L-Histidine;71-00-1
C8H13NO2;155,094629; Arecoline;63-75-2
C9H17NO;155,131014; 4-PIPERIDIN-4-YLBUTANAL;
C10H21N;155,167400; Propylhexedrine;619398,00
C2H5O6P;155,982374; 2-Phosphoglycolic Acid;13147-57-4
C7H5ClO2;155,997807; 4-Chlorobenzoic Acid;74-11-3
C5H4N2O4;156,017107; Orotic Acid;65-86-1
C7H8O2S;156,024500; Benzylsulfinic Acid;
C7H8O4;156,042259; 4-Hydroperoxy-2-Methoxy-Phenol;
C9H16O2;156,115030; Cyclohexane Propionic Acid;
C10H20O;156,151415; Menthol;2216-51-5
C10H20O;156,151415; 2,6-Dimethyl-7-Octen-2-Ol;18479-58-8
C4H3N3O4;157,012356; Oxonic Acid;937-13-3
C7H11NO3;157,073893; Paramethadione;115-67-3
C7H11NO3;157,073893; N-Acetylproline;
C8H15NO2;157,110279; Tranexamic Acid;1197-18-8
C6H15N5;157,132746; Buformin;692-13-7
C9H19NO;157,146664; N-1-Methylheptylformamide;
C9H19NO;157,146664; 1-Hydroxy-2-Amino-3-Cyclohexylpropane;
C4H6CaO4;157,989200; Calcium Acetate;62-54-4
C5H6N2O4;158,032757; Dihydroorotic Acid;155-54-4
C7H4N5;158,046670; 1,N6-Ethenoadenine;13875-63-3
C6H10N2OS;158,051384; (1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol;
C10H10N2;158,084398; 1-benzylimidazole;4238-71-5
C10H9NO;159,068414; 1-Methyl-2-quinolone;606-43-9
C7H13NO3;159,089543; 1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene;
C11H13N;159,104799; Pargyline;555-57-7
C8H17NO2;159,125929; Pregabalin;148553-50-8
S5;159,860353; Pentasulfide-Sulfur;
C7H5NaO3;160,013639; Salicylate-sodium;
C6H8O5;160,037173; 2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid;
C10H8O2;160,052430; NAPHTHALENE-1,2-DIOL;
C10H8O2;160,052430; 1,6-DIHYDROXY NAPHTHALENE;
C10H8O2;160,052430; 4-METHYL-2H-CHROMEN-2-ONE;
C9H8N2O;160,063663; 4-(1H-IMIDAZOL-1-YL)PHENOL;
C7H12O4;160,073559; Pimelic Acid;111-16-0
C8H8N4;160,074896; Hydralazine;86-54-4
C6H12N2O3;160,084792; N-Carbamyl-D-Valine;
C6H12N2O3;160,084792; 5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid;
C6H12N2O3;160,084792; N5-Methylglutamine;
C8H16OS;160,092186; 3-Butylthiolane 1-Oxide;
C10H12N2;160,100048; Tolazoline;59-98-3
C10H12N2;160,100048; 2-(1H-INDOL-3-YL)ETHANAMINE;
C8H16O3;160,109944; (2S)-2-HYDROXYOCTANOIC ACID;
C6H15BNO3;160,114499; 4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium;
C7H16N2O2;160,121178; N-Methyl-Lysine;
C8H18NO2;160,133754; Methacholine;55-92-5
C8H5N2O2;161,035102; 1h-Benoximidazole-2-Carboxylic Acid;
C6H11NO2S;161,051049;" 2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine";
C8H7N3O;161,058912; 2-Aminoquinazolin-4(3h)-One;
C6H11NO4;161,068808; 2s,3r-2-Amino-3-Methylpentanedioic Acid;
C6H11NO4;161,068808; (3r)-3-Methyl-L-Glutamic Acid;
C8H9N4;161,082721; 5-Amidino-Benzimidazole;
C10H11NO;161,084064; 3,4-Dihydro-5-Methyl-Isoquinolinone;
C7H15NO3;161,105193; L-Carnitine;541-15-1
C7H17N2O2;161,129003; Bethanechol;674-38-4
C6H10OS2;162,017306; 3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol;
C7H5F3O;162,029249; Alpha,Alpha,Alpha-Trifluoro-P-Cresol;
C7H4N3O2;162,030351; 7-Nitroindazole;2942-42-9
C7H4N3O2;162,030351; 6-Nitroindazole;
C7H4N3O2;162,030351; 5-Nitroindazole;
C9H6O3;162,031694; 4-hydroxycoumarin;1076-38-6
C6H10O5;162,052823; 4,5-Dihydroxy-Tetrahydro-Pyran-2-Carboxylic Acid;
C6H10O5;162,052823; 3-Hydroxy-3-Methyl-Glutaric Acid;
C5H10N2O4;162,064057; Xylose-Derived Lactam Oxime;
C5H10N2O4;162,064057; Glutamine Hydroxamate;
C10H10O2;162,068080; (1R, 2S)-CIS 1,2 DIHYDROXY-1,2-DIHYDRONAPHTHALENE;
C7H14O2S;162,071450; 2-(Thiomethylene)-4-Methylpentanoic Acid;
C4H10N4O3;162,075290; Dinor-N(Omega)-Hydroxy-L-Arginine;
C6H12NO4;162,076633; 2s,4r-4-Methylglutamate;
C9H10N2O;162,079313; Aminorex;2207-50-3
C6H14N2O3;162,100442; 2-Amino-4-(2-Amino-Ethoxy)-Butyric Acid;
C7H16NO3;162,113018; (3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium;461-06-3
C10H14N2;162,115698; Nicotine;54-11-5
C8H18O3;162,125594; 1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE;
ClFe2O;162,833652; Chloro Diiron-Oxo Moiety;
HMoO2S;162,875133; dioxothiomolybdenum(VI) ion;
C5H9NO3S;163,030314; S-Acetyl-Cysteine;
C5H9NO3S;163,030314; Acetylcysteine;616-91-1
C9H9NO2;163,063329; Phenyldehydroalanine;7060-39-1
C6H13NO4;163,084458; 2,5-Dideoxy-2,5-Imino-D-Glucitol;
C6H13NO4;163,084458; 4,6-Dideoxy-4-Amino-Beta-D-Glucopyranoside;
C6H13NO4;163,084458; 3-Deoxy-D-Glucosamine;
C6H13NO4;163,084458; 1-Deoxynojirimycin;19130-96-2
C6H13NO4;163,084458; 4,6-Dideoxy-4-Amino-Alpha-D-Glucose;
C6H13NO4;163,084458; Bicine;
C6H13NO4;163,084458; 1,5-Dideoxy-1,5-Imino-D-Mannitol;
C10H13NO;163,099714; Phenylalanylmethane;5440-27-7
C10H13NO;163,099714; N-Methyl-N-(Methylbenzyl)Formamide;
C10H13NO;163,099714; N-(1-PHENYL-PROPYL)-FORMAMIDE;
C10H13NO;163,099714; CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL;
C10H13NO;163,099714; TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL;
C7H17NO3;163,120843; Tris(Hydroxyethyl)Aminomethane;
C11H17N;163,136100; Mephentermine;100-92-5
C2H3Cl3O2;163,919862; Chloral hydrate;302-17-0
C3H4Cl2F2O;163,960727; Methoxyflurane;76-38-0
C5H9O4P;164,023845; (3-Formyl-but-3-Enyl)-Phosphonic Acid;
C9H8O3;164,047344; trans-2-hydroxycinnamic acid;614-60-8
C9H8O3;164,047344; 3-Phenylpyruvic Acid;
C9H8O3;164,047344; Para-Coumaric Acid;
C6H12O5;164,068473; 4-Deoxy-Alpha-D-Glucose;
C6H12O5;164,068473; L-Rhamnose;3615-41-6
C6H12O5;164,068473; beta-L-fucose;2438-80-4
C6H12O5;164,068473; Alpha-D-Fucose;
C6H12O5;164,068473; 6-Deoxy-Alpha-D-Glucose;
C6H12O5;164,068473; Fucose;
C6H12O5;164,068473; Beta-D-Fucose;
C6H12O5;164,068473; 6-Deoxyglucose;
C6H12O5;164,068473; 2-Deoxy-Beta-D-Galactose;
C6H12O5;164,068473; Alpha-L-Fucose;
C10H12O2;164,083730; Duroquinone;527-17-3
C10H12O2;164,083730; Gamma-Phenyl-Butyric Acid;
C10H12O2;164,083730; 3-(P-Tolyl)Propionic Acid;
C10H12O2;164,083730; DEAMINO-METHYL-PHENYLALANINE;
C7H10N5;164,093620; 3,9-Dimethyladenine;
C9H12N2O;164,094963; Phenylalanine Amide;
C7H17O2P;164,096616; (1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE;
C7H17O2P;164,096616; (1R)-1,2,2-TRIMETHYLPROPYL (S)-METHYLPHOSPHINATE;
C6H16N2OS;164,098334; S-propylamine-L-cysteine;
C8H7NO3;165,042593; (R)-4-Nitrostyrene oxide;
C8H7NO3;165,042593; (S)-4-Nitrostyrene oxide;
C5H11NO3S;165,045964; Methionine Sulfoxide;62697-73-8
C5H11NO3S;165,045964; Hydroxyethylcysteine;
C5H11NO3S;165,045964; S-Oxymethionine;38992,00
C6H7N5O;165,065060; 9-Methylguanine;5502-78-3
C9H11NO2;165,078979; L-Phenylalanine;63-91-2
C9H11NO2;165,078979; Benzocaine;94-09-7
C9H11NO2;165,078979; D-Phenylalanine;673-06-3
C9H11NO2;165,078979; 4-Aminohydrocinnamic Acid;
C9H11NO2;165,078979; Tyrosinal;
C9H11NO2;165,078979; 4-(DIMETHYLAMINO)BENZOIC ACID;
C9H11NO2;165,078979; 2-(4-METHOXYPHENYL)ACETAMIDE;
C8H11N3O;165,090212; 1-[4-(hydroxymethyl)phenyl]guanidine;
C8H12BNO2;165,096109; PHENYLALANINE BORONIC ACID;
C10H15NO;165,115364; Pseudoephedrine;90-82-4
C10H15NO;165,115364; Ephedrine;299-42-3
C10H15NO;165,115364; 4-Methoxyamphetamine;23239-32-9
C10H15NO;165,115364; 2-Hydroxy-3-Amino-4-Phenyl Butane;
C10H15NO;165,115364; 3-[(1s)-1-(Dimethylamino)Ethyl]Phenol;
C10H15NO;165,115364; 4-(2-aminoethyl)-2-ethylphenol;
C10H15NO;165,115364; 3(S)-AMINO-4-PHENYL-BUTAN-2(R)-OL;
C10H15NO;165,115364; 3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL;
IK;165,868175; Potassium Iodide;7681-11-0
C8H6O4;166,026609; Phthalic Acid;88-99-3
C7H7BO4;166,043739; 4-Carboxyphenylboronic Acid;
C6H6N4O2;166,049075; 8-Methyl-9-Oxoguanine;
C8H10N2S;166,056469; Ethionamide;536-33-4
C9H10O3;166,062994; Alpha-Hydroxy-Beta-Phenyl-Propionic Acid;
C9H10O3;166,062994; Hydroxyphenyl Propionic Acid;
C9H10O3;166,062994; S-Atrolactic Acid;
C6H15O3P;166,075881; Diisopropylphosphono Group;
C6H14O5;166,084124; L-Rhamnitol;
C6H14O5;166,084124; Fucitol;
C10H14O2;166,099380; 2-tert-butylbenzene-1,4-diol;
C9H14N2O;166,110613; 2-Isobutyl-3-Methoxypyrazine;
C10H16NO;166,123189; Edrophonium;116-38-1
C4H9NO2S2;167,007470; S-Methyl Thiocysteine Group;
C7H5NO4;167,021858; Quinolinic Acid;89-00-9
C7H5NO4;167,021858; Dipicolinic Acid;
C5H5N5S;167,026566; Thioguanine;154-42-7
C8H7O4;167,034434; 4-Hydroxy-3-Methoxybenzoate;121-34-6
C5H8FO5;167,035577; 5(R)-5-Fluoro-Beta-D-Xylopyranosyl-Enzyme Intermediate;
C6H6BNO4;167,038988; 3-Nitrophenylboronic Acid;13331-27-6
C8H9NO3;167,058243; Pyridoxal;65-22-5
C8H9NO3;167,058243; 4-Hydroxyphenylglycine;938-97-6
C8H9NO3;167,058243; (2s)-Amino(4-Hydroxyphenyl)Acetic Acid;
C8H9NO3;167,058243; (2r)-Amino(4-Hydroxyphenyl)Acetic Acid;
C5H14NO3P;167,071130; Norleucine Phosphonate;
C5H14NO3P;167,071130; Leucine Phosphonic Acid;
C12H9N;167,073499; 9H-CARBAZOLE;
C9H13NO2;167,094629; Phenylephrine;59-42-7
C9H13NO2;167,094629; Metaraminol;54-49-9
C9H13NO2;167,094629; Ethinamate;126-52-3
C9H13NO2;167,094629; PHENYLALANINDIOL;
C10H17NO;167,131014; N-Cyclopentyl-N-Cyclobutylformamide;
C11H21N;167,167400; Mecamylamine;60-40-2
C3H4O6S;167,972859; Sulfopyruvate;98022-26-5
C3H5O6P;167,982374; Phosphoenolpyruvate;138-08-9
C3H5O6P;167,982374; Phosphonopyruvate;
C3H2F6O;168,000984; Desflurane;57041-67-5
C6H4N2O4;168,017107; Dinitrophenylene;
C5H4N4O3;168,028340; 7,9-Dihydro-1h-Purine-2,6,8(3h)-Trione;69-93-2
C8H8O4;168,042259; 2-(3,4-Dihydroxyphenyl)Acetic Acid;102-32-9
C8H8O4;168,042259; (2S)-hydroxy(4-hydroxyphenyl)ethanoic acid;
C8H8O4;168,042259; 2-(3,6-DIHYDROXYPHENYL)ACETIC ACID;
C8H12N2O2;168,089878; 3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester;
C10H16S;168,097271; Thiocamphor;7519-74-6
C10H16O2;168,115030; 5-Exo-Hydroxycamphor;
C10H16O2;168,115030; 2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL;
C10H20N2;168,162649; 4-Piperidino-Piperidine;
C3H7NO2Se;168,964200; Selenocysteine;4408-78-0
C7H4ClNO2;168,993056; Chlorzoxazone;95-25-0
C3H7NO5S;169,004493; Cysteinesulfonic Acid;
C3H8NO5P;169,014009; [2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid;
C3H8NO5P;169,014009; D-2-Amino-3-Phosphono-Propionic Acid;
C4H12NO2PS;169,032636; Methionine Phosphinate;
C8H11NO3;169,073893; Pyridoxine;65-23-6
C8H11NO3;169,073893; Norepinephrine;51-41-2
C7H11N3O2;169,085127; 4-Methyl-Histidine;
C9H15NO2;169,110279; Octahydroindole-2-Carboxylic Acid;
Fe2N3O;169,874021; Monoazido-Mu-Oxo-Diiron;
C3H6O6S;169,988509; (R)-2-Hydroxy-3-Sulfopropanoic Acid;
C3H7O6P;169,998024; L-Phospholactate;
C3H7O6P;169,998024; Glyceraldehyde-3-Phosphate;142-10-9
C3H7O6P;169,998024; 1,3-Dihydroxyacetonephosphate;
C4H11O3PS;170,016651; O,O-DIETHYL HYDROGEN THIOPHOSPHATE;
C3H9NO5P;170,021834; Glyphosate;1071-83-6
C6H6N2O4;170,032757; 6-Carboxymethyluracil;
C8H10O2S;170,040150; 4-(2-Thienyl)Butyric Acid;1005824,00
C9H11ClO;170,049843; (1R)-3-chloro-1-phenylpropan-1-ol;
C7H10N2OS;170,051384; Propylthiouracil;51-52-5
C7H10N2OS;170,051384; 2-Methyl-3-(2-Aminothiazolo)Propanal;
C7H10N2O3;170,069142; Xylose-Derived Imidazole;
C8H14N2O2;170,105528; Levetiracetam;102767-28-2
C9H18N2O;170,141913; 2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One;
C11H22O;170,167065; Undecanal;
C11H22O;170,167065; undecan-2-one;
C12H26;170,203451; Dodecane;112-40-3
C5HClFN4;170,987377; 6-Chloro-2-Fluoropurine;
C6H3O6;170,992963; Aconitate Ion;
C2H6NO6P;170,993273; Phosphoglycolohydroxamic Acid;51528-59-7
C7H7O3S;171,011590; 1-Methyloxy-4-Sulfone-Benzene;
C7H9NO2S;171,035399; Beta(2-Thienyl)Alanine;
C6H9N3O3;171,064391; Metronidazole;443-48-1
C8H13NO3;171,089543; 1-ACETYL-2-CARBOXYPIPERIDINE;
C7H13N3O2;171,100777; TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE;
C12H13N;171,104799; Rasagiline;136236-51-6
C12H13N;171,104799; N-Propargyl-1(S)-Aminoindan;
C9H17NO2;171,125929; Gabapentin;60142-96-3
C9H17NO2;171,125929; Beta-Cyclohexyl-Alanine;
H3O3Sb;171,912037; Trihydroxyantimonite(Iii);
C6H5BrO;171,952377; 2-bromophenol;95-56-7
C3H9O6P;172,013675; Glycerol-2-Phosphate;
C3H9O6P;172,013675; 3-Phosphoglycerol;
C7H8O3S;172,019415; Para-Toluene Sulfonate;
C4H4N4O4;172,023255; 5-Amino 6-Nitro Uracil;
C6H8N2O2S;172,030648; Sulfanilamide;63-74-1
C6H8N2O4;172,048407; (S)-Des-Me-Ampa;
C11H8O2;172,052430; Menadione;58-27-5
C7H10NO4;172,060983; 3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate;
C10H20O2;172,146330; Methyl Nonanoate (Ester);
C10H20O2;172,146330; Decanoic Acid;334-48-5
C10H7NO2;173,047678; Quinaldic Acid;93-10-7
C7H11NO4;173,068808; (2s,5s)-5-Carboxymethylproline;
C11H11NO;173,084064; 1,2,5,6-Tetrahydro-4h-Pyrrolo(3,2,1-Ij)Quinolin-4-One;
C8H15NO3;173,105193; Swainsonine;72741-87-8
C7H15N3O2;173,116427; N5-Iminoethyl-L-Ornithine;
O7P2;173,911925; Diphosphate;206975,00
C6H7O4P;174,008195; Phenylphosphate;
C10H6O3;174,031694; 2-HYDROXY-1,4-NAPHTHOQUINONE;
C7H4N5O;174,041585; 7-Deaza-7-Cyano-Guanine;
C7H10O5;174,052823; 2,3 -Anhydro-Quinic Acid;
C7H10O5;174,052823; 3-Dehydroshikimate;
C10H10N2O;174,079313; (5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE;
C10H10N2O;174,079313; 2-(1H-INDOL-3-YL)ACETAMIDE;
C7H14N2O3;174,100442; 5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid;
C6H14N4O2;174,111676; L-Arginine;74-79-3
C11H14N2;174,115698; Alpha-methyltryptamine;299-26-3
C6H16N5O;174,135485; Arginineamide;
C8H18N2O2;174,136828; N-Dimethyl-Lysine;
C8H18N2O2;174,136828; (2s)-2,8-Diaminooctanoic Acid;
C10H22S;174,144221; DECANE-1-THIOL;
C8H22N4;174,184447; 1-Guanidinium-7-Aminoheptane;
C6H6FNO2S;175,010327; 4-Flourobenzenesulfonamide;
C9H5NO3;175,026943; 4-Nitro-Inden-1-One;
C6H4F3N3;175,035732; 4-Imino-5-Methidyl-2-Trifluoromethylpyrimidine;
C4H7N4O4;175,046730; Diureido-Acetate;
C10H9NO2;175,063329; 1H-INDOL-3-YLACETIC ACID;
C10H9NO2;175,063329; 7-AMINO-4-METHYL-CHROMEN-2-ONE;
C9H9N3O;175,074562; 2-Amino-8-Methylquinazolin-4(3h)-One;
C7H13NO4;175,084458; 6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol;38231-86-6
C7H13NO4;175,084458; 1-Hydroxyamine-2-Isobutylmalonic Acid;
C7H13NO4;175,084458; 2-Aminopimelic Acid;
C7H13NO4;175,084458; (1S,2R,3S,4R,5S)-8-AZABICYCLO[3.2.1]OCTANE-1,2,3,4-TETROL;
C8H9N5;175,085795; 2,4,6-Triaminoquinazoline;
C6H13N3O3;175,095691; L-Citrulline;372-75-8
C10H13N3;175,110947; Debrisoquin;1131-64-2
C7H17N3S;175,114318; 4-(DIMETHYLAMINO)BUTYL IMIDOTHIOCARBAMATE;
C6H15N4O2;175,119501; D-Arginine;157-06-2
C12H17N;175,136100; 1-Phenylcyclohexylamine;2201-24-3
C12H17N;175,136100; 1-(1-phenylcyclopentyl)methylamine;17511-89-6
C9H21NO2;175,157229; 1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE;
H2O7P2;175,927575; Pyrophosphate 2-;
